ID	2006 list	2008 list	2010 list	2012 list	2018 list	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	GND Arealabel	GND Areacode	P495	P19	Geonames ID	Latitude	Longitude
702	2006	2008	2010	2012	2018	A Clockwork Orange	Burgess, Anthony	1) core list	NaN	208	English	1900s	NaN	Q692557	Q217619	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
703	2006	2008	2010	2012	2018	One Flew Over the Cuckoo’s Nest	Kesey, Ken	1) core list	NaN	52	American	1900s	NaN	Q857313	Q244390	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
704	2006	NaN	NaN	NaN	NaN	The Collector	Fowles, John	2) Deleted 2008	NaN	245	English	1900s	NaN	Q1196602	Q214660	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
705	NaN	2008	2010	2012	2018	The Death of Artemio Cruz	Fuentes, Carlos	3) Added 2008	NaN	538	NaN	1900s	NaN	Q2030203	Q154691	Mexico	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-MX	NaN	NaN	3996063	23.0	-102.0
706	NaN	2008	2010	2012	2018	The Time of the Hero	Vargas Llosa, Mario	3) Added 2008	La ciudad y los perros  	164	Peruvian	1900s	NaN	Q763199	Q39803	Peru	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-PE	NaN	NaN	3932488	-10.0	-75.25
707	2006	2008	2010	2012	2018	One Day in the Life of Ivan Denisovich	Solzhenitsyn, Aleksandr	1) core list	NaN	258	Russian	1900s	NaN	Q27321	Q34474	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
708	NaN	2008	2010	2012	2018	The Third Wedding	Taktsis, Costas	3) Added 2008	NaN	141	NaN	1900s	NaN	Q42196465	Q3201193	NaN	NaN	NaN	Thessaloniki	NaN	NaN	NaN
709	NaN	2008	2010	2012	2018	Dog Years	Grass, Günter	3) Added 2008	NaN	893	Polish	1900s	NaN	Q499564	Q6538	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
710	2006	2008	2010	2012	2018	The Bell Jar	Plath, Sylvia	1) core list	NaN	226	American	1900s	NaN	Q1213085	Q133054	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
711	2006	2008	2010	2012	2018	Inside Mr. Enderby	Burgess, Anthony	1) core list	NaN	968	English	1900s	NaN	Q4296506	Q217619	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
712	2006	2008	2010	2012	2018	The Girls of Slender Means	Spark, Muriel	1) core list	NaN	898	Scottish	1900s	NaN	Q716712	Q233956	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
713	2006	2008	2010	2012	2018	The Spy Who Came in from the Cold	Le Carré, John	1) core list	NaN	131	English	1900s	NaN	Q468071	Q209641	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
714	2006	2008	2010	2012	2018	Manon des Sources	Pagnol, Marcel	1) core list	NaN	168	French	1900s	NaN	Q3286482	Q236630	NaN	NaN	France	NaN	3017382	46.0	2.0
715	2006	2008	2010	2012	2018	The Graduate	Webb, Charles	1) core list	NaN	1135	American	1900s	NaN	Q6725109	Q1066407	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
716	2006	2008	2010	2012	2018	Cat's Cradle	Vonnegut, Kurt	1) core list	NaN	67	American	1900s	NaN	Q41359	Q49074	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
717	2006	2008	2010	2012	2018	V.	Pynchon, Thomas	1) core list	NaN	507	American	1900s	NaN	Q1191071	Q35155	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
718	2006	2008	2010	2012	2018	Herzog	Bellow, Saul	1) core list	NaN	702	Canadian/American	1900s	NaN	Q1424503	Q83059	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
719	2006	2008	2010	2012	2018	The Ravishing of Lol V. Stein	Duras, Marguerite	1) core list	NaN	911	French	1900s	NaN	Q2717178	Q153248	NaN	NaN	France	NaN	3017382	46.0	2.0
720	2006	2008	2010	2012	2018	Arrow of God	Achebe, Chinua	1) core list	NaN	626	Nigerian	1900s	NaN	Q4796152	Q155845	Nigeria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XC-NG	NaN	NaN	2328926	10.0	8.0
721	2006	NaN	NaN	NaN	NaN	Albert Angelo	Johnson, B.S.	2) Deleted 2008	NaN	693	English	1900s	NaN	Q4709639	Q795238	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
722	2006	NaN	NaN	NaN	NaN	Come Back, Dr. Caligari	Barthelme, Donald	2) Deleted 2008	NaN	638	American	1900s	NaN	NaN	Q353869	NaN	NaN	NaN	NaN	NaN	NaN	NaN
723	NaN	2008	2010	2012	2018	Three Trapped Tigers	Cabrera Infante, Guillermo 	3) Added 2008	NaN	603	NaN	1900s	NaN	Q3540053	Q302675	NaN	NaN	Cuba	NaN	3562981	22.0	-79.5
724	2006	2008	2010	2012	2018	Sometimes a Great Notion	Kesey, Ken	1) core list	NaN	187	American	1900s	NaN	Q4373175	Q244390	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
725	2006	2008	2010	2012	2018	The Passion According to G.H.	Lispector, Clarice	1) core list	NaN	111	Russian/Brazilian	1900s	NaN	Q9558465	Q235955	Brazil	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-BR	NaN	NaN	3469034	-10.0	-55.0
726	NaN	2008	2010	2012	2018	Back to Oegstgeest	Wolkers, Jan	3) Added 2008	Terug naar Oegstgeest	1203	Dutch	1900s	NaN	Q2045007	Q379679	NaN	NaN	Kingdom of the Netherlands	NaN	2750405	52.25	5.75
727	NaN	2008	2010	2012	2018	Closely Watched Trains	Hrabal, Bohumil	3) Added 2008	NaN	472	NaN	1900s	NaN	Q3998257	Q242130	NaN	NaN	Czechoslovakia	NaN	3077311	49.75	15.0
728	2006	2008	2010	2012	2018	The River Between	Ngugi wa Thiong'o 	1) core list	NaN	741	Kenyan	1900s	NaN	Q7760989	Q302910	Kenya	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XC-KE	NaN	NaN	192950	1.0	38.0
729	NaN	2008	2010	2012	2018	Garden, Ashes	Kis, Danilo	3) Added 2008	NaN	116	NaN	1900s	NaN	Q16981656	Q310562	Serbia	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RS	NaN	NaN	6290252	44.81892	20.45998
730	2006	2008	2010	2012	2018	Everything That Rises Must Converge	O'Connor, Flannery	1) core list	NaN	28	American	1900s	NaN	Q5418095	Q234579	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
731	2006	NaN	NaN	NaN	NaN	God Bless You, Mr. Rosewater	Vonnegut, Kurt	2) Deleted 2008	NaN	302	American	1900s	NaN	Q2637474	Q49074	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
732	2006	NaN	NaN	NaN	NaN	August is a Wicked Month	O'Brien, Edna	2) Deleted 2008	NaN	1236	Irish	1900s	NaN	Q16154411	Q178225	NaN	NaN	NaN	Tuamgraney	NaN	NaN	NaN
733	2006	2008	2010	2012	2018	Things: A Story of the Sixties	Perec, Georges	1) core list	Les choses  	691	French	1900s	NaN	Q2916018	Q157303	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
734	NaN	2008	2010	2012	2018	Death and the Dervish	Selimovic, Mesa	3) Added 2008	Derviš i smrt  	3	NaN	1900s	NaN	Q1192882	Q315677	Croatia	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-HR	NaN	NaN	3202326	45.16667	15.5
735	NaN	2008	2010	2012	2018	Silence	Endo, Shusaku	3) Added 2008	NaN	128	NaN	1900s	NaN	Q3960523	Q316217	Japan	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-JP	NaN	NaN	1861060	35.68536	139.75309
736	NaN	2008	2010	2012	2018	To Each His Own	Sciascia, Leonardo	3) Added 2008	A ciascuno il suo	514	Italian	1900s	NaN	Q2238230	Q317142	NaN	NaN	Italy	NaN	3175395	42.83333	12.83333
737	2006	2008	2010	2012	2018	The Crying of Lot 49	Pynchon, Thomas	1) core list	NaN	725	American	1900s	NaN	Q2344707	Q35155	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
738	2006	2008	2010	2012	2018	Giles Goat-Boy	Barth, John	1) core list	NaN	1008	American	1900s	NaN	Q5561660	Q315683	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
739	NaN	2008	2010	2012	2018	Marks of Identity	Goytisolo, Juan	3) Added 2008	NaN	1021	NaN	1900s	NaN	Q2276058	Q353762	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
740	2006	2008	2010	2012	2018	The Vice-Consul	Duras, Marguerite	1) core list	NaN	1072	French	1900s	NaN	Q3228084	Q153248	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
741	2006	2008	2010	2012	2018	The Magus	Fowles, John	1) core list	NaN	337	English	1900s	NaN	Q1195350	Q214660	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
742	2006	2008	2010	2012	2018	In Cold Blood	Capote, Truman	1) core list	NaN	158	American	1900s	NaN	Q1142887	Q134180	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
743	2006	NaN	NaN	NaN	NaN	Trawl	Johnson, B.S.	2) Deleted 2008	NaN	1218	English	1900s	NaN	NaN	Q795238	NaN	NaN	NaN	NaN	NaN	NaN	NaN
744	2006	NaN	NaN	NaN	NaN	The Birds Fall Down	West, Rebecca	2) Deleted 2008	NaN	1145	English	1900s	NaN	NaN	Q236669	NaN	NaN	NaN	NaN	NaN	NaN	NaN
745	2006	NaN	NaN	NaN	NaN	A Man Asleep	Perec, Georges	2) Deleted 2008	Un homme qui dort	179	French	1900s	NaN	Q245847	Q157303	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
746	2006	2008	2010	2012	2018	The Master and Margarita	Bulgakov, Mikhail	1) core list	NaN	18	Russian	1900s	NaN	Q188538	Q835	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
747	2006	2008	2010	2012	2018	Wide Sargasso Sea	Rhys, Jean	1) core list	NaN	932	Domenican/English	1900s	NaN	Q2268151	Q230598	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
748	2006	2008	2010	2012	2018	The Third Policeman	O'Brien, Flann	1) core list	NaN	219	NaN	1900s	NaN	Q2483345	Q469093	Ireland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IE	NaN	NaN	2963597	53.0	-8.0
749	NaN	2008	2010	2012	2018	Miramar	Mahfouz, Naguib	3) Added 2008	NaN	577	NaN	1900s	NaN	Q339908	Q7176	Egypt	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XC-EG	NaN	NaN	357994	27.0	30.0
750	NaN	2008	2010	2012	2018	Z	Vassilikos, Vassilis	3) Added 2008	NaN	423	NaN	1900s	NaN	Q3574397	Q1362809	NaN	NaN	Greece	NaN	390903	39.0	22.0
751	2006	NaN	NaN	NaN	NaN	The Joke	Kundera, Milan	2) Deleted 2008	NaN	290	Czech	1900s	NaN	Q1156065	Q93166	NaN	NaN	Czechoslovakia	NaN	3077311	49.75	15.0
752	2006	2008	2010	2012	2018	Pilgrimage	Richardson, Dorothy	1) core list	NaN	1221	English	1900s	NaN	Q30610271	Q447268	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
753	NaN	2008	2010	2012	2018	The Manor	Singer, Isaac Bashevis	3) Added 2008	NaN	490	NaN	1900s	NaN	Q16570470	Q75612	NaN	NaN	NaN	Leoncin	NaN	NaN	NaN
754	2006	2008	2010	2012	2018	One Hundred Years of Solitude	García Márquez, Gabriel	1) core list	NaN	190	Colombian	1900s	NaN	Q178869	Q5878	Colombia	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-CO	NaN	NaN	3686110	4.0	-73.25
755	2006	NaN	NaN	NaN	NaN	The Cubs and Other Stories	Vargas Llosa, Mario	2) Deleted 2008	NaN	1050	Peruvian	1900s	NaN	Q5979860	Q39803	NaN	NaN	Peru	NaN	3932488	-10.0	-75.25
756	2006	NaN	NaN	NaN	NaN	Chocky	Wyndham, John	2) Deleted 2008	NaN	559	English	1900s	NaN	Q1148208	Q313673	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
757	2006	2008	2010	2012	2018	No Laughing Matter	Wilson, Angus	1) core list	NaN	1304	English	1900s	NaN	Q7044341	Q287460	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
758	NaN	2008	2010	2012	2018	Day of the Dolphin	Merle, Robert	3) Added 2008	NaN	780	NaN	1900s	NaN	Q837041	Q315949	NaN	NaN	France	NaN	3017382	46.0	2.0
759	2006	2008	2010	2012	2018	The Electric Kool-Aid Acid Test	Wolfe, Tom	1) core list	NaN	433	American	1900s	NaN	Q13424625	Q216195	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
760	2006	2008	2010	2012	2018	Eva Trout	Bowen, Elizabeth	1) core list	NaN	1235	NaN	1900s	NaN	Q3735146	Q235308	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
761	NaN	2008	2010	2012	2018	The Cathedral	Honchar, Oles	3) Added 2008	NaN	624	NaN	1900s	NaN	Q12154124	Q2388302	NaN	NaN	NaN	Lomivka	NaN	NaN	NaN
762	2006	2008	2010	2012	2018	A Kestrel for a Knave	Hines, Barry	1) core list	NaN	317	English	1900s	NaN	Q4657543	Q4864315	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
763	2006	2008	2010	2012	2018	In Watermelon Sugar	Brautigan, Richard	1) core list	NaN	194	American	1900s	NaN	Q3743610	Q357114	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
764	2006	2008	2010	2012	2018	The German Lesson	Lenz, Siegfried	1) core list	NaN	329	German	1900s	NaN	Q1206523	Q76412	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
765	2006	NaN	NaN	NaN	NaN	Dark as the Grave Wherein My Friend is Laid	Lowry, Malcolm	2) Deleted 2008	NaN	1057	English	1900s	NaN	NaN	Q357120	NaN	NaN	NaN	NaN	NaN	NaN	NaN
766	2006	2008	2010	2012	2018	The Quest for Christa T.	Wolf, Christa	1) core list	NaN	966	NaN	1900s	NaN	Q1962235	Q57382	NaN	NaN	German Democratic Republic	NaN	2921044	51.5	10.5
767	2006	2008	2010	2012	2018	Do Androids Dream of Electric Sheep?	Dick, Philip K.	1) core list	NaN	123	American	1900s	NaN	Q605249	Q171091	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
768	2006	2008	2010	2012	2018	2001: A Space Odyssey	Clarke, Arthur C.	1) core list	NaN	81	England	1900s	NaN	Q835341	Q47087	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
769	2006	2008	2010	2012	2018	Belle du Seigneur	Cohen, Albert	1) core list	NaN	600	Greek/Swiss	1900s	NaN	Q2717165	Q123553	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
770	2006	NaN	NaN	NaN	NaN	The Nice and the Good	Murdoch, Iris	2) Deleted 2008	NaN	724	English	1900s	NaN	Q18393581	Q217495	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
771	2006	2008	2010	2012	2018	Cancer Ward	Solzhenitsyn, Aleksandr	1) core list	NaN	112	Russian	1900s	NaN	Q1093483	Q34474	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
772	2006	2008	2010	2012	2018	Myra Breckinridge	Vidal, Gore	1) core list	NaN	1038	American	1900s	NaN	Q2739687	Q167821	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
773	2006	2008	2010	2012	2018	The First Circle	Solzhenitsyn, Aleksandr	1) core list	NaN	115	Russian	1900s	NaN	Q599585	Q34474	NaN	NaN	Soviet Union	NaN	2017370	60.0	100.0
774	2006	2008	2010	2012	2018	A Void	Perec, Georges	1) core list	La disparition	721	French	1900s	NaN	Q595140	Q157303	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
775	2006	2008	2010	2012	2018	Them	Oates, Joyce Carol	1) core list	NaN	994	American	1900s	NaN	Q7781163	Q217557	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
776	2006	2008	2010	2012	2018	Ada	Nabokov, Vladimir	1) core list	NaN	207	Russian/American	1900s	NaN	Q117431	Q36591	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
777	2006	2008	2010	2012	2018	The Godfather	Puzo, Mario	1) core list	NaN	14	American	1900s	NaN	Q243556	Q182870	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
778	2006	2008	2010	2012	2018	Portnoy’s Complaint	Roth, Philip	1) core list	NaN	775	American	1900s	NaN	Q2707531	Q187019	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
779	NaN	2008	2010	2012	2018	Jacob the Liar	Becker, Jurek	3) Added 2008	NaN	738	NaN	1900s	NaN	Q1034591	Q77317	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
780	2006	NaN	NaN	NaN	NaN	The Green Man	Amis, Kingsley	2) Deleted 2008	NaN	1058	English	1900s	NaN	Q7738180	Q220078	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
781	2006	2008	2010	2012	2018	The French Lieutenant’s Woman	Fowles, John	1) core list	NaN	562	English	1900s	NaN	Q1268075	Q214660	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
782	2006	2008	2010	2012	2018	Slaughterhouse Five	Vonnegut, Kurt	1) core list	NaN	138	American	1900s	NaN	Q265954	Q49074	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
783	2006	2008	2010	2012	2018	Blind Man With a Pistol	Himes, Chester	1) core list	NaN	1039	American	1900s	NaN	Q16208871	Q550521	NaN	NaN	NaN	Jefferson City	NaN	NaN	NaN
784	2006	2008	2010	2012	2018	Pricksongs and Descants	Coover, Robert	1) core list	NaN	785	American	1900s	NaN	NaN	Q1282338	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
785	2006	2008	2010	2012	2018	Tent of Miracles	Amado, Jorge	1) core list	NaN	754	Brazilian	1900s	NaN	Q140000	Q184440	Brazil	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-BR	NaN	NaN	3469034	-10.0	-55.0
786	2006	NaN	NaN	NaN	NaN	The Atrocity Exhibition	Ballard, J.G.	2) Deleted 2008	NaN	548	NaN	1900s	NaN	Q1083082	Q140201	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
787	NaN	2008	2010	2012	2018	The Case Worker	Konrad, Gyorgy	3) Added 2008	NaN	476	NaN	1900s	NaN	NaN	Q326823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
788	NaN	2008	2010	2012	2018	Moscow Stations	Erofeyev, Venedikt	3) Added 2008	NaN	165	NaN	1900s	NaN	Q1215725	Q366503	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
789	NaN	2008	2010	2012	2018	Heartbreak Tango	Puig, Manuel	3) Added 2008	Boquitas pintadas  	571	NaN	1900s	NaN	Q580827	Q284560	Argentina	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-AR	NaN	NaN	3865483	-34.0	-64.0
790	NaN	2008	2010	2012	2018	Season of Migration to the North	Salih, Tayeb	3) Added 2008	NaN	727	NaN	1900s	NaN	Q921128	Q561434	Sudan	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XC-SD	NaN	NaN	366755	16.0	30.0
791	NaN	2008	2010	2012	2018	Here's to You, Jesusa	Poniatowska, Elena	3) Added 2008	NaN	608	NaN	1900s	NaN	Q5861346	Q261397	NaN	NaN	Mexico	NaN	3996063	23.0	-102.0
792	NaN	2008	2010	2012	2018	Fifth Business	Davies, Robertson	3) Added 2008	NaN	177	NaN	1900s	NaN	Q5447489	Q545375	Canada	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-CA	NaN	NaN	6251999	60.10867	-113.64258
793	NaN	2008	2010	2012	2018	Play It As It Lays	Didion, Joan	3) Added 2008	NaN	445	American	1900s	NaN	Q3906483	Q267691	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
794	2006	2008	2010	2012	2018	Anniversaries	Johnson, Uwe	1) core list	Jahrestage	686	German/English	1900s	NaN	Q1678667	Q61627	NaN	NaN	NaN	Kamień Pomorski	NaN	NaN	NaN
795	2006	NaN	NaN	NaN	NaN	Troubles	Farrell, J.G.	2) Deleted 2008	NaN	825	English	1900s	NaN	Q4000425	Q542763	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
796	2006	NaN	NaN	NaN	NaN	Mercier and Camier	Beckett, Samuel	2) Deleted 2008	NaN	777	Irish	1900s	NaN	Q6818495	Q37327	NaN	NaN	France	NaN	3017382	46.0	2.0
797	NaN	2008	2010	2012	2018	A World for Julius	Bryce Echenique, Alfredo 	3) Added 2008	NaN	222	NaN	1900s	NaN	Q4660815	Q734092	Peru	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-PE	NaN	NaN	3932488	-10.0	-75.25
798	2006	2008	2010	2012	2018	I Know Why the Caged Bird Sings	Angelou, Maya	1) core list	NaN	38	American	1900s	NaN	Q3163506	Q19526	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
799	2006	NaN	NaN	NaN	NaN	Goalie’s Anxiety at the Penalty Kick	Handke, Peter	2) Deleted 2008	NaN	1212	Austrian	1900s	NaN	Q252283	Q44107	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
800	2006	2008	2010	2012	2018	The Bluest Eye	Morrison, Toni	1) core list	NaN	176	American	1900s	NaN	Q1069956	Q72334	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
801	2006	NaN	NaN	NaN	NaN	The Ogre	Tournier, Michael	2) Deleted 2008	NaN	325	French	1900s	NaN	Q3226565	Q160783	NaN	NaN	France	NaN	3017382	46.0	2.0
802	2006	NaN	NaN	NaN	NaN	The Driver’s Seat	Spark, Muriel	2) Deleted 2008	NaN	892	Scottish	1900s	NaN	Q3791807	Q233956	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
803	2006	2008	2010	2012	2018	The Sea of Fertility	Mishima, Yukio	1) core list	NaN	172	Japanese	1900s	NaN	Q948709	Q134456	NaN	NaN	Japan	NaN	1861060	35.68536	139.75309
804	2006	2008	2010	2012	2018	Rabbit Redux	Updike, John	1) core list	NaN	711	American	1900s	NaN	Q1725082	Q105756	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
805	2006	NaN	NaN	NaN	NaN	The Wild Boys	Burroughs, William	2) Deleted 2008	NaN	989	American	1900s	NaN	Q4161486	Q188176	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
806	NaN	2008	2010	2012	2018	Cataract	Osadchyi, Mykhailo	3) Added 2008	NaN	1310	NaN	1900s	NaN	NaN	Q12136505	NaN	NaN	NaN	NaN	NaN	NaN	NaN
807	2006	2008	2010	2012	2018	Group Portrait With Lady	Böll, Heinrich	1) core list	NaN	503	German	1900s	NaN	Q1551030	Q42747	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
808	2006	2008	2010	2012	2018	Fear and Loathing in Las Vegas	Thompson, Hunter S.	1) core list	NaN	108	American	1900s	NaN	Q772435	Q219780	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
809	2006	2008	2010	2012	2018	The Book of Daniel	Doctorow, E.L.	1) core list	NaN	578	American	1900s	NaN	Q1167369	Q335232	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
810	NaN	2008	2010	2012	2018	Lives of Girls and Women	Munro, Alice	3) Added 2008	NaN	286	Canadian	1900s	NaN	Q60663993	Q234819	Canada	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-CA	NaN	NaN	6251999	60.10867	-113.64258
811	2006	2008	2010	2012	2018	House Mother Normal	Johnson, B.S.	1) core list	NaN	787	English	1900s	NaN	Q5913696	Q795238	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
812	2006	2008	2010	2012	2018	In A Free State	Naipaul, V.S.	1) core list	NaN	1067	Trinidad	1900s	NaN	Q3797477	Q44593	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
813	2006	2008	2010	2012	2018	Surfacing	Atwood, Margaret	1) core list	NaN	1065	Canadian	1900s	NaN	Q7646051	Q183492	Canada	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-CA	NaN	NaN	6251999	60.10867	-113.64258
814	2006	2008	2010	2012	2018	G	Berger, John	1) core list	NaN	1071	English	1900s	NaN	Q3755540	Q382604	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
815	2006	2008	2010	2012	2018	The Summer Book	Jansson, Tove	1) core list	NaN	113	Finlandish	1900s	NaN	Q7767247	Q102071	NaN	NaN	Finland	NaN	660013	64.0	26.0
