ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID
763	2006	2008	2010	2012	2018		In Watermelon Sugar	Brautigan, Richard	1) core list		194	American	1900s		Q3743610
764	2006	2008	2010	2012	2018		The German Lesson	Lenz, Siegfried	1) core list		329	German	1900s		Q1206523
765	2006						Dark as the Grave Wherein My Friend is Laid	Lowry, Malcolm	2) Deleted 2008		1057	English	1900s		
766	2006	2008	2010	2012	2018		The Quest for Christa T.	Wolf, Christa	1) core list		966		1900s		Q1962235
767	2006	2008	2010	2012	2018		Do Androids Dream of Electric Sheep?	Dick, Philip K.	1) core list		123	American	1900s		Q605249
768	2006	2008	2010	2012	2018		2001: A Space Odyssey	Clarke, Arthur C.	1) core list		81	England	1900s		Q835341
769	2006	2008	2010	2012	2018		Belle du Seigneur	Cohen, Albert	1) core list		600	Greek/Swiss	1900s		Q2717165
770	2006						The Nice and the Good	Murdoch, Iris	2) Deleted 2008		724	English	1900s		Q18393581
771	2006	2008	2010	2012	2018		Cancer Ward	Solzhenitsyn, Aleksandr	1) core list		112	Russian	1900s		Q1093483
772	2006	2008	2010	2012	2018		Myra Breckinridge	Vidal, Gore	1) core list		1038	American	1900s		Q2739687
773	2006	2008	2010	2012	2018		The First Circle	Solzhenitsyn, Aleksandr	1) core list		115	Russian	1900s		Q599585
774	2006	2008	2010	2012	2018		A Void	Perec, Georges	1) core list	La disparition	721	French	1900s		Q595140
775	2006	2008	2010	2012	2018		Them	Oates, Joyce Carol	1) core list		994	American	1900s		Q7781163
776	2006	2008	2010	2012	2018		Ada	Nabokov, Vladimir	1) core list		207	Russian/American	1900s		Q117431
777	2006	2008	2010	2012	2018		The Godfather	Puzo, Mario	1) core list		14	American	1900s		Q243556
778	2006	2008	2010	2012	2018		Portnoy’s Complaint	Roth, Philip	1) core list		775	American	1900s		Q2707531
779		2008	2010	2012	2018		Jacob the Liar	Becker, Jurek	3) Added 2008		738		1900s		Q1034591
780	2006						The Green Man	Amis, Kingsley	2) Deleted 2008		1058	English	1900s		Q7738180
781	2006	2008	2010	2012	2018		The French Lieutenant’s Woman	Fowles, John	1) core list		562	English	1900s		Q1268075
782	2006	2008	2010	2012	2018		Slaughterhouse Five	Vonnegut, Kurt	1) core list		138	American	1900s		Q265954
783	2006	2008	2010	2012	2018		Blind Man With a Pistol	Himes, Chester	1) core list		1039	American	1900s		Q16208871
784	2006	2008	2010	2012	2018		Pricksongs and Descants	Coover, Robert	1) core list		785	American	1900s		
785	2006	2008	2010	2012	2018		Tent of Miracles	Amado, Jorge	1) core list		754	Brazilian	1900s		Q140000
786	2006						The Atrocity Exhibition	Ballard, J.G.	2) Deleted 2008		548		1900s		Q1083082
787		2008	2010	2012	2018		The Case Worker	Konrad, Gyorgy	3) Added 2008		476		1900s		
788		2008	2010	2012	2018		Moscow Stations	Erofeyev, Venedikt	3) Added 2008		165		1900s		Q1215725
789		2008	2010	2012	2018		Heartbreak Tango	Puig, Manuel	3) Added 2008	Boquitas pintadas  	571		1900s		Q580827
790		2008	2010	2012	2018		Season of Migration to the North	Salih, Tayeb	3) Added 2008		727		1900s		Q921128
791		2008	2010	2012	2018		Here's to You, Jesusa	Poniatowska, Elena	3) Added 2008		608		1900s		Q5861346
792		2008	2010	2012	2018		Fifth Business	Davies, Robertson	3) Added 2008		177		1900s		Q5447489
793		2008	2010	2012	2018		Play It As It Lays	Didion, Joan	3) Added 2008		445	American	1900s		Q3906483
794	2006	2008	2010	2012	2018		Anniversaries	Johnson, Uwe	1) core list	Jahrestage	686	German/English	1900s		Q1678667
795	2006						Troubles	Farrell, J.G.	2) Deleted 2008		825	English	1900s		Q4000425
796	2006						Mercier and Camier	Beckett, Samuel	2) Deleted 2008		777	Irish	1900s		Q6818495
797		2008	2010	2012	2018		A World for Julius	Bryce Echenique, Alfredo 	3) Added 2008		222		1900s		Q4660815
798	2006	2008	2010	2012	2018		I Know Why the Caged Bird Sings	Angelou, Maya	1) core list		38	American	1900s		Q3163506
799	2006						Goalie’s Anxiety at the Penalty Kick	Handke, Peter	2) Deleted 2008		1212	Austrian	1900s		Q252283
800	2006	2008	2010	2012	2018		The Bluest Eye	Morrison, Toni	1) core list		176	American	1900s		Q1069956
801	2006						The Ogre	Tournier, Michael	2) Deleted 2008		325	French	1900s		Q3226565
802	2006						The Driver’s Seat	Spark, Muriel	2) Deleted 2008		892	Scottish	1900s		Q3791807
803	2006	2008	2010	2012	2018		The Sea of Fertility	Mishima, Yukio	1) core list		172	Japanese	1900s		Q948709
804	2006	2008	2010	2012	2018		Rabbit Redux	Updike, John	1) core list		711	American	1900s		Q1725082
805	2006						The Wild Boys	Burroughs, William	2) Deleted 2008		989	American	1900s		Q4161486
806		2008	2010	2012	2018		Cataract	Osadchyi, Mykhailo	3) Added 2008		1310		1900s		
807	2006	2008	2010	2012	2018		Group Portrait With Lady	Böll, Heinrich	1) core list		503	German	1900s		Q1551030
808	2006	2008	2010	2012	2018		Fear and Loathing in Las Vegas	Thompson, Hunter S.	1) core list		108	American	1900s		Q772435
809	2006	2008	2010	2012	2018		The Book of Daniel	Doctorow, E.L.	1) core list		578	American	1900s		Q1167369
810		2008	2010	2012	2018		Lives of Girls and Women	Munro, Alice	3) Added 2008		286	Canadian	1900s		Q60663993
811	2006	2008	2010	2012	2018		House Mother Normal	Johnson, B.S.	1) core list		787	English	1900s		Q5913696
812	2006	2008	2010	2012	2018		In A Free State	Naipaul, V.S.	1) core list		1067	Trinidad	1900s		Q3797477
813	2006	2008	2010	2012	2018		Surfacing	Atwood, Margaret	1) core list		1065	Canadian	1900s		Q7646051
814	2006	2008	2010	2012	2018		G	Berger, John	1) core list		1071	English	1900s		Q3755540
815	2006	2008	2010	2012	2018		The Summer Book	Jansson, Tove	1) core list		113	Finlandish	1900s		Q7767247
816	2006						The Breast	Roth, Philip	2) Deleted 2008		1240	American	1900s		Q2467604
817		2008	2010	2012	2018		The Twilight Years	Ariyoshi, Sawako	3) Added 2008		899		1900s		Q7770858
818		2008	2010	2012	2018		The Optimist's Daughter	Welty, Eudora	3) Added 2008		1029	American	1900s		Q7755231
819	2006	2008	2010	2012	2018		Invisible Cities	Calvino, Italo	1) core list		56	Italian	1900s		Q1219705
820	2006						Sula	Morrison, Toni	2) Deleted 2008		346	American	1900s		Q3503405
821	2006						The Black Prince	Murdoch, Iris	2) Deleted 2008		489	Irish	1900s		Q7718418
822	2006	2008	2010	2012	2018		Gravity’s Rainbow	Pynchon, Thomas	1) core list		469	American	1900s		Q1212160
823	2006	2008	2010	2012	2018		The Honorary Consul	Greene, Graham	1) core list		700	English	1900s		Q1998813
824	2006	2008	2010	2012	2018		Crash	Ballard, J.G.	1) core list		976		1900s		Q1093988
825	2006	2008	2010	2012	2018		The Castle of Crossed Destinies	Calvino, Italo	1) core list		1027	Italian	1900s		Q612882
826	2006	2008	2010	2012	2018		The Siege of Krishnapur	Farrell, J.G.	1) core list		506	English	1900s		Q3818819
827	2006	2008	2010	2012	2018		A Question of Power	Head, Bessie	1) core list		900	S African	1900s		Q42194769
828	2006	2008	2010	2012	2018		Fear of Flying	Jong, Erica	1) core list		1133	American	1900s		Q1088550
829	2006						Breakfast of Champions	Vonnegut, Kurt	2) Deleted 2008		151	American	1900s		Q788777
830	2006						Tinker Tailor Soldier Spy	Le Carré, John	2) Deleted 2008		206	English	1900s		Q582811
831		2008	2010	2012	2018		The Dispossessed	Le Guin, Ursula K.	3) Added 2008		57		1900s		Q467720
832		2008	2010	2012	2018		The Diviners	Laurence, Margaret	3) Added 2008		110		1900s		Q7730431
833	2006	2008	2010	2012	2018		The Lost Honor of Katharina Blum	Böll, Heinrich	1) core list		751	German	1900s		Q841315
834	2006	2008	2010	2012	2018		Dusklands	Coetzee, J.M.	1) core list		1116	S. African	1900s		Q675265
835	2006	2008	2010	2012	2018		The Fan Man	Kotzwinkle, William	1) core list		229	American	1900s		Q15052483
836		2008	2010	2012	2018		The Port	Šoljan, Antun	3) Added 2008	Luka  	1270		1900s		Q97224965
837	2006	2008	2010	2012	2018		Ragtime	Doctorow, E.L.	1) core list		466	American	1900s		Q737910
838		2008	2010	2012	2018		The Commandant	Anderson, Jessica	3) Added 2008		1283		1900s		
839		2008	2010	2012	2018		The Year of the Hare	Paasilinna, Arto	3) Added 2008		881		1900s		Q661017
840	2006	2008	2010	2012	2018		Humboldt’s Gift	Bellow, Saul	1) core list		644	Canadian/American	1900s		Q3793856
841	2006						High Rise	Ballard, J.G.	2) Deleted 2008		929		1900s		Q2249908
842		2008	2010	2012	2018		Woman at Point Zero	El Saadawi, Nawal	3) Added 2008		156		1900s		Q8030711
843	2006	2008	2010	2012	2018		Willard and His Bowling Trophies	Brautigan, Richard	1) core list		528	American	1900s		Q8003506
844	2006	2008	2010	2012	2018		Fatelessness	Kertész, Imre	1) core list		184	Hungarian	1900s		Q655701
845	2006	2008	2010	2012	2018		The Dead Father	Barthelme, Donald	1) core list		708	American	1900s		Q7729289
846	2006						Grimus	Rushdie, Salman	2) Deleted 2008		1178	Indian	1900s		Q224965
847	2006	2008	2010	2012	2018		Correction	Bernhard, Thomas	1) core list		51		1900s		Q698410
848	2006						Dead Babies	Amis, Martin	2) Deleted 2008		1183	English	1900s		Q3400390
849	2006	2008	2010	2012	2018		A Dance to the Music of Time	Powell, Anthony	1) core list		639	English	1900s		Q1392936
850	2006	2008	2010	2012	2018		W, or the Memory of Childhood	Perec, Georges	1) core list		516	French	1900s		Q3564888
851	2006	2008	2010	2012	2018		The Autumn of the Patriarch	García Márquez, Gabriel	1) core list		509	Colombian	1900s		Q961566
852	2006	2008	2010	2012	2018		Patterns of Childhood	Wolf, Christa	1) core list		597	German	1900s		Q1741948
853	2006						Amateurs	Barthelme, Donald	2) Deleted 2008		761	American	1900s		Q16514436
854		2008	2010	2012	2018		Blaming	Taylor, Elizabeth	3) Added 2008		909	English	1900s		Q16385153
855	2006	2008	2010	2012	2018		Cutter and Bone	Thornburg, Newton	1) core list		520	American	1900s		Q5196946
856	2006	2008	2010	2012	2018		Interview With the Vampire	Rice, Anne	1) core list		253	American	1900s		Q176470
857	2006						The Public Burning	Coover, Robert	2) Deleted 2008		545	American	1900s		Q7758686
858	2006						Ratner’s Star	DeLillo, Don	2) Deleted 2008		1160	American	1900s		Q16991530
859	2006	2008	2010	2012	2018		The Left-Handed Woman	Handke, Peter	1) core list		1216	Austrian	1900s		Q3822159
860		2008	2010	2012	2018		Kiss of the Spider Woman	Puig, Manuel	3) Added 2008		321		1900s		Q646668
861		2008	2010	2012	2018		Almost Transparent Blue	Murakami, Ryu	3) Added 2008		1198	Japanese	1900s		Q597217
862	2006	2008	2010	2012	2018		In the Heart of the Country	Coetzee, J.M.	1) core list		845	S. African	1900s		Q5832104
863		2008	2010	2012	2018		The Engineer of Human Souls	Skvorecky, Josef	3) Added 2008		340		1900s		Q25714596
864		2008	2010	2012	2018		Quartet in Autumn	Pym, Barbara	3) Added 2008		378		1900s		Q737164
865	2006	2008	2010	2012	2018		The Hour of the Star	Lispector, Clarice	1) core list		210	Russian/Brazilian	1900s		Q7740489
866	2006	2008	2010	2012	2018		Song of Solomon	Morrison, Toni	1) core list		183	American	1900s		Q3480330
867	2006						Petals of Blood	Ngugi wa Thiong'o 	2) Deleted 2008		699	Kenyan	1900s		Q7171660
868		2008	2010	2012	2018		The Wars	Findley, Timothy	3) Added 2008		460		1900s		Q7773615
869	2006	2008	2010	2012	2018		Dispatches	Herr, Michael	1) core list		40	American	1900s		Q4801413
870	2006	2008	2010	2012	2018		The Shining	King, Stephen	1) core list		105	American	1900s		Q470937
871	2006	2008	2010	2012	2018		Delta of Venus	Nin, Anaïs	1) core list		915	French	1900s		Q1167497
872	2006						The Passion of New Eve	Carter, Angela	2) Deleted 2008		903	English	1900s		Q3823481
873		2008	2010	2012	2018		The Beggar Maid	Munro, Alice	3) Added 2008		392	Canadian	1900s		Q3667381
874		2008	2010	2012	2018		Requiem for a Dream	Selby, Jr. Hubert	3) Added 2008		122		1900s		Q3428183
875	2006	2008	2010	2012	2018		The Singapore Grip	Farrell, J.G.	1) core list		681	English	1900s		Q716707
876	2006	2008	2010	2012	2018		The Sea, The Sea	Murdoch, Iris	1) core list		523	English	1900s		Q3794562
877	2006	2008	2010	2012	2018		Life: A User’s Manual	Perec, Georges	1) core list	La vie: mode d'emploi	117	French	1900s		Q302255
878	2006						The World According to Garp	Irving, John	2) Deleted 2008		240	American	1900s		Q2507282
879		2008	2010	2012	2018		The Back Room	Martin Gaite, Carmen	3) Added 2008		632		1900s		Q5834434
880	2006	2008	2010	2012	2018		The Virgin in the Garden	Byatt, A.S.	1) core list		937	English	1900s		Q24255754
881	2006						Yes	Bernhard, Thomas	2) Deleted 2008		282		1900s		Q1676734
882	2006	2008	2010	2012	2018		The Cement Garden	McEwan, Ian	1) core list		973	English	1900s		Q1198186
883	2006	2008	2010	2012	2018		Hitchhiker’s Guide to the Galaxy	Adams, Douglas	1) core list		30	English	1900s		Q25169
884	2006	2008	2010	2012	2018		If On a Winter’s Night a Traveler	Calvino, Italo	1) core list	Se una notte d'inverno un viaggiatore	163	Italian	1900s		Q1032190
885	2006						The Safety Net	Böll, Heinrich	2) Deleted 2008		1182	German	1900s		Q17332470
886		2008	2010	2012	2018		So Long a Letter	Ba, Mariama	3) Added 2008		358		1900s		Q7549373
887	2006	2008	2010	2012	2018		Burger’s Daughter	Gordimer, Nadine	1) core list		1095	S African	1900s		Q4998526
888	2006	2008	2010	2012	2018		A Bend in the River	Naipaul, V.S.	1) core list		704	Trinidad	1900s		Q482567
889	2006						Shikasta	Lessing, Doris	2) Deleted 2008		955		1900s		Q1463723
890		2008	2010	2012	2018		A Dry White Season	Brink, Andre	3) Added 2008		273		1900s		Q3549751
891	2006	2008	2010	2012	2018		The Book of Laughter and Forgetting	Kundera, Milan	1) core list		270	Czech	1900s		Q2723517
892		2008	2010	2012	2018		Fool's Gold	Douka, Maro	3) Added 2008		1274		1900s		
893	2006	2008	2010	2012	2018		Smiley’s People	Le Carré, John	1) core list		41	English	1900s		Q1231505
894		2008	2010	2012	2018		Southern Seas	Vázquez Montalbán, Manuel	3) Added 2008		1025		1900s		Q125679849
895	2006	2008	2010	2012	2018		The Name of the Rose	Eco, Umberto	1) core list	Il nome della rosa	166	Italian	1900s		Q172850
896	2006						City Primeval	Leonard, Elmore	2) Deleted 2008		674	American	1900s		Q5123382
897		2008	2010	2012	2018		Clear Light of Day	Desai, Anita	3) Added 2008		886		1900s		Q3667522
898	2006	2008	2010	2012	2018		Confederacy of Dunces	Toole, John Kennedy	1) core list		482	American	1900s		Q627749
899	2006	2008	2010	2012	2018		Rituals	Nooteboom, Cees	1) core list	Rituelen	953	Dutch	1900s		Q737805
900		2008	2010	2012	2018		Smell of Sadness	Kossmann, Alfred	3) Added 2008	Geur der droefenis  	1316		1900s		
901	2006	2008	2010	2012	2018		Broken April	Kadare, Ismail	1) core list		309	Albanian	1900s		Q2280031
902	2006						Rites of Passage	Golding, William	2) Deleted 2008		1009	English	1900s		Q3937279
903	2006	2008	2010	2012	2018		Midnight’s Children	Rushdie, Salman	1) core list		438	Indian	1900s		Q625764
904	2006	2008	2010	2012	2018		Waiting for the Barbarians	Coetzee, J.M.	1) core list		303	S. African	1900s		Q1565837
905	2006	2008	2010	2012	2018		Summer in Baden-Baden	Tsypkin, Leonid	1) core list		870	Russian?	1900s		Q7637489
906		2008	2010	2012	2018		The House with the Blind Glass Windows	Wassmo, Herbjorg	3) Added 2008		673		1900s		Q3446212
907		2008	2010	2012	2018		Leaden Wings	Jie, Zhang	3) Added 2008		1292		1900s		Q109343638
908		2008	2010	2012	2018		The War of the End of the World	Vargas Llosa, Mario	3) Added 2008	La guerra del fin del mundo	121	Peruvian	1900s		Q1194969
909	2006	2008	2010	2012	2018		Lanark: A Life in Four Books	Gray, Alasdair	1) core list		276	Scottish	1900s		Q6482902
910	2006	2008	2010	2012	2018		Rabbit is Rich	Updike, John	1) core list		532	American	1900s		Q549152
911	2006						The Names	DeLillo, Don	2) Deleted 2008		988	American	1900s		Q7753069
912	2006						Concrete	Bernhard, Thomas	2) Deleted 2008		144	Dutch	1900s		Q19571335
913		2008	2010	2012	2018		Couples, Passerby	Strauss, Botho	3) Added 2008		1303		1900s		Q2045028
914	2006	2008	2010	2012	2018		July’s People	Gordimer, Nadine	1) core list		1018	S. African	1900s		Q6310424
915	2006						The Comfort of Strangers	McEwan, Ian	2) Deleted 2008		1081	English	1900s		Q1754953
916	2006	2008	2010	2012	2018		On the Black Hill	Chatwin, Bruce	1) core list		387	English	1900s		Q3976843
917	2006						The Newton Letter	Banville, John	2) Deleted 2008		1066	Irish	1900s		Q16387303
918	2006	2008	2010	2012	2018		The House of the Spirits	Allende, Isabel	1) core list		60	Peruvian	1900s		Q1168267
919	2006	2008	2010	2012	2018		Schindler’s Ark	Keneally, Thomas	1) core list		15	Australian	1900s		Q1975638
920	2006	2008	2010	2012	2018		A Pale View of Hills	Ishiguro, Kazuo	1) core list		683	English	1900s		Q4658705
921	2006	2008	2010	2012	2018		Wittgenstein’s Nephew	Bernhard, Thomas	1) core list		182	Dutch	1900s		Q844847
922	2006	2008	2010	2012	2018		The Color Purple	Walker, Alice	1) core list		46	American	1900s		Q1897870
923	2006	2008	2010	2012	2018		A Boy’s Own Story	White, Edmund	1) core list		682	American	1900s		Q2601903
924	2006	2008	2010	2012	2018		If Not Now, When?	Levi, Primo	1) core list		71	Italy	1900s		Q1443497
925		2008	2010	2012	2018		The Book of Disquiet	Pessoa, Fernando	3) Added 2008		7		1900s		Q2632627
926		2008	2010	2012	2018		Baltasar and Blimunda	Saramago, Jose	3) Added 2008		430		1900s		Q2510238
927	2006	2008	2010	2012	2018		The Sorrow of Belgium	Claus, Hugo	1) core list	Het verdriet van België	1104	Belgian	1900s		Q2603408
928	2006	2008	2010	2012	2018		The Piano Teacher	Jelinek, Elfriede	1) core list		1042	Austrian	1900s		Q3823559
929	2006						The Diary of Jane Somers	Lessing, Doris	2) Deleted 2008	Re: Colonised Planet 5, Shikasta  	541		1900s		Q86450090
930	2006	2008	2010	2012	2018		The Life and Times of Michael K	Coetzee, J.M.	1) core list		477	S. African	1900s		Q761474
931	2006	2008	2010	2012	2018		Waterland	Swift, Graham	1) core list		471	English	1900s		Q3795005
932	2006	2008	2010	2012	2018		La Brava	Leonard, Elmore	1) core list		807	American	1900s		Q6460688
933	2006						Fools of Fortune	Trevor, William	2) Deleted 2008		425	Irish	1900s		Q6691694
934	2006						Worstward Ho	Beckett, Samuel	2) Deleted 2008		995	Irish	1900s		Q2937128
935		2008	2010	2012	2018		The Christmas Oratorio	Tunstrom, Goran	3) Added 2008		875		1900s		Q10541297
936		2008	2010	2012	2018		Fado Alexandrino	Antunes, Antonio Lobo	3) Added 2008		606		1900s		Q3064403
937		2008	2010	2012	2018		The Witness	Saer, Juan Jose	3) Added 2008		407		1900s		
938	2006	2008	2010	2012	2018		Shame	Rushdie, Salman	1) core list		595	Indian	1900s		Q852565
939	2006	2008	2010	2012	2018		Money: A Suicide Note	Amis, Martin	1) core list		889	English	1900s		Q3860773
940	2006	2008	2010	2012	2018		Flaubert’s Parrot	Barnes, Julian	1) core list		842	English	1900s		Q1063693
941		2008	2010	2012	2018		Professor Martens' Departure	Kross, Jaan	3) Added 2008		1193		1900s		Q5308044
942	2006	2008	2010	2012	2018		Blood and Guts in High School	Acker, Kathy	1) core list		1149	American	1900s		Q4927761
943		2008	2010	2012	2018		Larva: Midsummer Night's Babel	Rios, Julian	3) Added 2008		1170		1900s		
944	2006	2008	2010	2012	2018		Nights at the Circus	Carter, Angela	1) core list		413	English	1900s		Q3878871
945	2006	2008	2010	2012	2018		Neuromancer	Gibson, William	1) core list		419	American	1900s		Q662029
946	2006	2008	2010	2012	2018		The Wasp Factory	Banks, Iain	1) core list		459	Scottish	1900s		Q589485
947		2008	2010	2012	2018		Democracy	Didion, Joan	3) Added 2008		690	American	1900s		Q5255482
948	2006	2008	2010	2012	2018		The Lover	Duras, Marguerite	1) core list		601	French	1900s		Q1195257
949	2006	2008	2010	2012	2018		The Year of the Death of Ricardo Reis	Saramago, José	1) core list		301	Portugese	1900s		Q2717015
950	2006	2008	2010	2012	2018		Empire of the Sun	Ballard, J.G.	1) core list		312		1900s		Q2412167
951	2006	2008	2010	2012	2018		The Busconductor Hines	Kelman, James	1) core list		1131	Scottish	1900s		Q16849669
952	2006	2008	2010	2012	2018		Dictionary of the Khazars	Pavic, Milorad	1) core list		119	Yugoslav	1900s		Q1995458
953	2006	2008	2010	2012	2018		The Unbearable Lightness of Being	Kundera, Milan	1) core list		130	Czech	1900s		Q917055
954	2006	2008	2010	2012	2018		Legend	Gemmell, David	1) core list		33	English	1900s		Q824307
955		2008	2010	2012	2018		The Young Man	Strauss, Botho	3) Added 2008		1315		1900s		Q28227980
956		2008	2010	2012	2018		Love Medicine	Erdrich, Louise	3) Added 2008		314	American	1900s		Q6077660
957	2006	2008	2010	2012	2018		White Noise	DeLillo, Don	1) core list		492	American	1900s		Q2623505
958	2006						Old Masters	Bernhard, Thomas	2) Deleted 2008		171	Dutch	1900s		Q435977
959		2008	2010	2012	2018		Half of Man is Woman	Xianliang, Zhang	3) Added 2008		1107		1900s		
960	2006	2008	2010	2012	2018		Reasons to Live	Hempel, Amy	1) core list		84	American	1900s		
961	2006	2008	2010	2012	2018		The Handmaid’s Tale	Atwood, Margaret	1) core list		127	Canadian	1900s		Q1541914
962	2006	2008	2010	2012	2018		Hawksmoor	Ackroyd, Peter	1) core list		1087	English	1900s		Q5685281
963	2006						Queer	Burroughs, William	2) Deleted 2008		940	American	1900s		Q2392914
964	2006	2008	2010	2012	2018		Perfume	Süskind, Patrick	1) core list		186	German	1900s		Q459303
965		2008	2010	2012	2018		Blood Meridian	McCarthy, Cormac	3) Added 2008		74	American	1900s		Q581426
966	2006	2008	2010	2012	2018		Contact	Sagan, Carl	1) core list		173	American	1900s		Q741013
967	2006						Less Than Zero	Ellis, Bret Easton	2) Deleted 2008		956	American	1900s		Q1815659
968	2006						A Maggot	Fowles, John	2) Deleted 2008		1077	English	1900s		Q4120895
969		2008	2010	2012	2018		Simon and the Oaks	Fredriksson, Marianne	3) Added 2008		841		1900s		Q10668102
970	2006	2008	2010	2012	2018		The Cider House Rules	Irving, John	1) core list		357	American	1900s		Q1538984
971	2006						Oranges Are Not the Only Fruit	Winterson, Jeanette	2) Deleted 2008		647	English	1900s		Q4843750
972		2008	2010	2012	2018		Annie John	Kincaid, Jamaica	3) Added 2008		847		1900s		Q4769320
973	2006	2008	2010	2012	2018		The Parable of the Blind	Hofmann, Gert	1) core list		1241	German	1900s		Q5261134
974	2006	2008	2010	2012	2018		Love in the Time of Cholera	García Márquez, Gabriel	1) core list		397	Colombian	1900s		Q499396
975		2008	2010	2012	2018		Ancestral Voices	van, Heerden, Etienne	3) Added 2008		817		1900s		Q13036211
976		2008	2010	2012	2018		The Beautiful Mrs Seidenman	Szczypiorski, Andrzej	3) Added 2008		666		1900s		Q11820123
977	2006	2008	2010	2012	2018		The Drowned and the Saved	Levi, Primo	1) core list		6	Italian	1900s		Q3791315
978	2006						Foe	Coetzee, J.M.	2) Deleted 2008		1074	S. African	1900s		Q3746976
979	2006	2008	2010	2012	2018		Watchmen	Moore, Alan	1) core list		13	British	1900s		Q128444
980	2006						Marya	Oates, Joyce Carol	2) Deleted 2008		1132	American	1900s		Q42192715
981	2006	2008	2010	2012	2018		Extinction	Bernhard, Thomas	1) core list		48	Dutch	1900s		Q382084
982	2006	2008	2010	2012	2018		An Artist of the Floating World	Ishiguro, Kazuo	1) core list		669	Japanese/English	1900s		Q4003685
983		2008	2010	2012	2018		Memory of Fire	Galeano, Eduardo	3) Added 2008		422		1900s		Q3854385
984	2006	2008	2010	2012	2018		The Old Devils	Amis, Kingsley	1) core list		1214	English	1900s		Q4009164
985	2006	2008	2010	2012	2018		Matigari	Ngugi wa Thiong'o 	1) core list		927	Kenyan	1900s		Q96392267
986	2006	2008	2010	2012	2018		Anagrams	Moore, Lorrie	1) core list		383	American	1900s		
987	2006	2008	2010	2012	2018		Lost Language of Cranes	Leavitt, David	1) core list		398	American	1900s		Q2906863
988	2006	2008	2010	2012	2018		The Taebaek Mountains	Jo, Jung-rae	1) core list		1309	Korean	1900s		Q11278105
989		2008	2010	2012	2018		Ballad for Georg Henig	Paskov, Viktor	3) Added 2008		1		1900s		Q44527854
990	2006	2008	2010	2012	2018		Enigma of Arrival	Naipaul, V.S.	1) core list		1000	Trinidad	1900s		Q7732266
991	2006	2008	2010	2012	2018		World’s End	Boyle, T. Coraghessan	1) core list		399	American	1900s		Q2593899
992	2006	2008	2010	2012	2018		The Pigeon	Süskind, Patrick	1) core list		750	German	1900s		Q1216687
993		2008	2010	2012	2018		Of Love and Shadows	Allende, Isabel	3) Added 2008		316	Peruvian	1900s		Q3700163
994	2006	2008	2010	2012	2018		Beloved	Morrison, Toni	1) core list		550	American	1900s		Q971767
995		2008	2010	2012	2018		All Souls	Marias, Javier	3) Added 2008		936		1900s		Q16640642
996	2006	2008	2010	2012	2018		The New York Trilogy	Auster, Paul	1) core list		434	American	1900s		Q1215203
997		2008	2010	2012	2018		Black Box	Oz, Amos	3) Added 2008		526		1900s		Q4920417
998	2006	2008	2010	2012	2018		The Bonfire of the Vanities	Wolfe, Tom	1) core list		713	American	1900s		Q1401130
999	2006	2008	2010	2012	2018		The Black Dahlia	Ellroy, James	1) core list		715	American	1900s		Q1219298
1000	2006						The Passion	Winterson, Jeanette	2) Deleted 2008		93	English	1900s		Q25183747
1001	2006	2008	2010	2012	2018		The Afternoon of a Writer	Handke, Peter	1) core list		1197	Austrian	1900s		Q116160078
1002	2006	2008	2010	2012	2018		The Radiant Way	Drabble, Margaret	1) core list		931	English	1900s		Q23307345
1003		2008	2010	2012	2018		Kitchen	Yoshimoto, Banana	3) Added 2008		428	Japanese	1900s		Q2246971
1004	2006	2008	2010	2012	2018		Dirk Gently’s Holistic Detective Agency	Adams, Douglas	1) core list		268	English	1900s		Q902712
1005	2006						The Long Dark Teatime of the Soul	Adams, Douglas	2) Deleted 2008		167	English	1900s		Q1199348
1006	2006	2008	2010	2012	2018		Cigarettes	Mathews, Harry	1) core list		670		1900s		
1007	2006						The Child in Time	McEwan, Ian	2) Deleted 2008		987	English	1900s		Q1747269
1008	2006	2008	2010	2012	2018		Nervous Conditions	Dangarembga, Tsitsi	1) core list		300	Zimbabwe	1900s		Q6996918
1009	2006						The Player of Games	Banks, Iain M.	2) Deleted 2008		23	Scottish	1900s		Q467139
1010	2006						Libra	DeLillo, Don	2) Deleted 2008		381	American	1900s		Q1093807
1011		2008	2010	2012	2018		The First Garden	Hébert, Anne	3) Added 2008		1282		1900s		Q121904803
1012		2008	2010	2012	2018		The Last World	Ransmayr, Christoph	3) Added 2008		753		1900s		Q1218908
1013	2006	2008	2010	2012	2018		Oscar and Lucinda	Carey, Peter	1) core list		869	Australian	1900s		Q1060522
1014	2006	2008	2010	2012	2018		The Swimming Pool Library	Hollinghurst, Alan	1) core list		746	English	1900s		Q7767674
1015	2006	2008	2010	2012	2018		The Satanic Verses	Rushdie, Salman	1) core list		901	Indian	1900s		Q191288
1016	2006	2008	2010	2012	2018		Wittgenstein’s Mistress	Markson, David	1) core list		338	American	1900s		Q8028589
1017	2006						The Beautiful Room is Empty	White, Edmund	2) Deleted 2008		462	American	1900s		Q4237749
1018		2008	2010	2012	2018		Paradise of the Blind	Duong, Thu Huong	3) Added 2008		879		1900s		Q7134400
