ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	Work QRank	Author QRank	Work Sitelinks	Author Sitelinks
978	2006						Foe	Coetzee, J.M.	2) Deleted 2008		1074	S. African	1900s		Q3746976	Q43293	24630	391263	8	93
979	2006	2008	2010	2012	2018		Watchmen	Moore, Alan	1) core list		13	British	1900s		Q128444	Q205739	995991	851050	46	55
980	2006						Marya	Oates, Joyce Carol	2) Deleted 2008		1132	American	1900s		Q42192715	Q217557		542680	0	45
981	2006	2008	2010	2012	2018		Extinction	Bernhard, Thomas	1) core list		48	Dutch	1900s		Q382084	Q44336	21952	346356	5	49
982	2006	2008	2010	2012	2018		An Artist of the Floating World	Ishiguro, Kazuo	1) core list		669	Japanese/English	1900s		Q4003685	Q272855	87414	1174202	15	96
983		2008	2010	2012	2018		Memory of Fire	Galeano, Eduardo	3) Added 2008		422		1900s		Q3854385	Q44575	15020	331836	2	54
984	2006	2008	2010	2012	2018		The Old Devils	Amis, Kingsley	1) core list		1214	English	1900s		Q4009164	Q220078	14861	270723	4	52
985	2006	2008	2010	2012	2018		Matigari	Ngugi wa Thiong'o	1) core list		927	Kenyan	1900s		Q96392267	Q302910	5914	165280	3	58
986	2006	2008	2010	2012	2018		Anagrams	Moore, Lorrie	1) core list		383	American	1900s			Q204168		71378	0	18
987	2006	2008	2010	2012	2018		Lost Language of Cranes	Leavitt, David	1) core list		398	American	1900s		Q2906863	Q1175150	12616	31341	4	11
988	2006	2008	2010	2012	2018		The Taebaek Mountains	Jo, Jung-rae	1) core list		1309	Korean	1900s		Q11278105	Q623737	14178	25948	3	9
989		2008	2010	2012	2018		Ballad for Georg Henig	Paskov, Viktor	3) Added 2008		1		1900s		Q44527854	Q929665	12151	18224	1	9
990	2006	2008	2010	2012	2018		Enigma of Arrival	Naipaul, V.S.	1) core list		1000	Trinidad	1900s		Q7732266	Q44593	10407	330557	2	97
991	2006	2008	2010	2012	2018		World’s End	Boyle, T. Coraghessan	1) core list		399	American	1900s		Q2593899	Q786526	14462	215787	2	16
992	2006	2008	2010	2012	2018		The Pigeon	Süskind, Patrick	1) core list		750	German	1900s		Q1216687	Q105994	36642	347494	11	51
993		2008	2010	2012	2018		Of Love and Shadows	Allende, Isabel	3) Added 2008		316	Peruvian	1900s		Q3700163	Q83566	47762	1419421	6	72
994	2006	2008	2010	2012	2018		Beloved	Morrison, Toni	1) core list		550	American	1900s		Q971767	Q72334	495211	1085899	25	105
995		2008	2010	2012	2018		All Souls	Marias, Javier	3) Added 2008		936		1900s		Q16640642	Q299161	6470	212086	1	39
996	2006	2008	2010	2012	2018		The New York Trilogy	Auster, Paul	1) core list		434	American	1900s		Q1215203	Q214642	104533	514798	15	58
997		2008	2010	2012	2018		Black Box	Oz, Amos	3) Added 2008		526		1900s		Q4920417	Q151872	5834	280575	5	53
998	2006	2008	2010	2012	2018		The Bonfire of the Vanities	Wolfe, Tom	1) core list		713	American	1900s		Q1401130	Q216195	240685	473504	13	45
999	2006	2008	2010	2012	2018		The Black Dahlia	Ellroy, James	1) core list		715	American	1900s		Q1219298	Q318487	84393	340187	9	36
1000	2006						The Passion	Winterson, Jeanette	2) Deleted 2008		93	English	1900s		Q25183747	Q233584	12868	151919	2	33
1001	2006	2008	2010	2012	2018		The Afternoon of a Writer	Handke, Peter	1) core list		1197	Austrian	1900s		Q116160078	Q44107		367899	0	79
1002	2006	2008	2010	2012	2018		The Radiant Way	Drabble, Margaret	1) core list		931	English	1900s		Q23307345	Q239307	2233	125046	1	23
1003		2008	2010	2012	2018		Kitchen	Yoshimoto, Banana	3) Added 2008		428	Japanese	1900s		Q2246971	Q238970	87500	253660	12	40
1004	2006	2008	2010	2012	2018		Dirk Gently’s Holistic Detective Agency	Adams, Douglas	1) core list		268	English	1900s		Q902712	Q42	124847	909604	12	87
1005	2006						The Long Dark Teatime of the Soul	Adams, Douglas	2) Deleted 2008		167	English	1900s		Q1199348	Q42	41054	909604	10	87
1006	2006	2008	2010	2012	2018		Cigarettes	Mathews, Harry	1) core list		670		1900s			Q2915679		20975	0	11
1007	2006						The Child in Time	McEwan, Ian	2) Deleted 2008		987	English	1900s		Q1747269	Q190379	29424	586384	6	52
1008	2006	2008	2010	2012	2018		Nervous Conditions	Dangarembga, Tsitsi	1) core list		300	Zimbabwe	1900s		Q6996918	Q270837	29383	58307	2	33
1009	2006						The Player of Games	Banks, Iain M.	2) Deleted 2008		23	Scottish	1900s		Q467139	Q312579	76979	344630	10	46
1010	2006						Libra	DeLillo, Don	2) Deleted 2008		381	American	1900s		Q1093807	Q310048	51152	369827	7	43
1011		2008	2010	2012	2018		The First Garden	Hébert, Anne	3) Added 2008		1282		1900s		Q121904803	Q737768		21509	0	24
1012		2008	2010	2012	2018		The Last World	Ransmayr, Christoph	3) Added 2008		753		1900s		Q1218908	Q113022	13968	34947	6	18
1013	2006	2008	2010	2012	2018		Oscar and Lucinda	Carey, Peter	1) core list		869	Australian	1900s		Q1060522	Q313254	23141	59041	7	34
1014	2006	2008	2010	2012	2018		The Swimming Pool Library	Hollinghurst, Alan	1) core list		746	English	1900s		Q7767674	Q316048	14726	48067	4	29
1015	2006	2008	2010	2012	2018		The Satanic Verses	Rushdie, Salman	1) core list		901	Indian	1900s		Q191288	Q44306	1118076	2473385	57	98
1016	2006	2008	2010	2012	2018		Wittgenstein’s Mistress	Markson, David	1) core list		338	American	1900s		Q8028589	Q515363	18531	16732	2	11
1017	2006						The Beautiful Room is Empty	White, Edmund	2) Deleted 2008		462	American	1900s		Q4237749	Q729117	5214	50369	2	20
1018		2008	2010	2012	2018		Paradise of the Blind	Duong, Thu Huong	3) Added 2008		879		1900s		Q7134400	Q269992	5596	64417	2	17
1019	2006	2008	2010	2012	2018		Foucault’s Pendulum	Eco, Umberto	1) core list	Il pendolo di Fucault	599	Italian	1900s		Q437791	Q12807	364935	1227759	31	113
1020	2006						Cat’s Eye	Atwood, Margaret	2) Deleted 2008		442	Canadian	1900s		Q1736876	Q183492	39016	1156848	8	76
1021	2006						The Book of Evidence	Banville, John	2) Deleted 2008		821	Irish	1900s		Q3824337	Q313077	15286	199902	3	43
1022		2008	2010	2012	2018		Gimmick!	Zwagerman, Joost	3) Added 2008		1285	Dutch	1900s		Q104007391	Q1703564	2661	32730	1	8
1023		2008	2010	2012	2018		Obabakoak	Atxaga, Bernardo	3) Added 2008		714		1900s		Q3571247	Q221771	10032	40798	7	31
1024		2008	2010	2012	2018		Inland	Murnane, Gerald	3) Added 2008		859		1900s		Q23764748	Q710823	4869	33690	1	12
1025	2006	2008	2010	2012	2018		A Prayer for Owen Meany	Irving, John	1) core list		85	American	1900s		Q13911	Q310379	149039	503937	11	45
1026	2006	2008	2010	2012	2018		Like Water for Chocolate	Esquivel, Laura	1) core list		288	Mexican	1900s		Q1777072	Q230586	224299	111833	15	36
1027	2006	2008	2010	2012	2018		The History of the Siege of Lisbon	Saramago, José	1) core list		687	Portugal	1900s		Q2701463	Q37060	14860	778019	10	108
1028	2006	2008	2010	2012	2018		The Trick is to Keep Breathing	Galloway, Janice	1) core list		658	Scottish	1900s		Q7770203	Q370851	3732	6254	1	9
1029	2006						The Temple of My Familiar	Walker, Alice	2) Deleted 2008		242	American	1900s		Q7768366	Q215868	13429	1504740	4	70
1030		2008	2010	2012	2018		The Great Indian Novel	Tharoor, Shashi	3) Added 2008		610		1900s		Q7737811	Q195616	31675	830632	1	28
1031	2006	2008	2010	2012	2018		The Melancholy of Resistance	Krasznahorkai, László	1) core list		114	Hugarian	1900s		Q785109	Q512062	27964	132799	6	36
1032	2006	2008	2010	2012	2018		Remains of the Day	Ishiguro, Kazuo	1) core list		88	Japanese/English	1900s		Q829934	Q272855	558089	1174202	36	96
1033	2006						Billy Bathgate	Doctorow, E.L.	2) Deleted 2008		703	American	1900s		Q3734045	Q335232	20987	100245	6	38
1034	2006	2008	2010	2012	2018		London Fields	Amis, Martin	1) core list		896	English	1900s		Q6670367	Q310176	87080	978134	1	47
1035	2006	2008	2010	2012	2018		Moon Palace	Auster, Paul	1) core list		377	American	1900s		Q1944147	Q214642	51108	514798	10	58
1036	2006	2008	2010	2012	2018		Sexing the Cherry	Winterson, Jeanette	1) core list		535	English	1900s		Q3795782	Q233584	15935	151919	2	33
1037	2006						A Disaffection	Kelman, James	2) Deleted 2008		974	Scottish	1900s		Q347332	Q720806	2928	21937	3	21
1038	2006	2008	2010	2012	2018		Like Life	Moore, Lorrie	1) core list		140	American	1900s			Q204168		71378	0	18
1039	2006						A Home at the End of the World	Cunningham, Michael	2) Deleted 2008		441	American	1900s		Q15056790	Q310257	12286	106709	6	38
1040	2006	2008	2010	2012	2018		The Buddha of Suburbia	Kureishi, Hanif	1) core list		764	English	1900s		Q1192689	Q325936	45607	188370	7	28
1041	2006						Possession	Byatt, A.S.	2) Deleted 2008		564	English	1900s		Q428581	Q232417	111132	263179	9	47
1042		2008	2010	2012	2018		The Shadow Lines	Ghosh, Amitav	3) Added 2008		560		1900s		Q7763545	Q336125	66352	232778	3	36
1043	2006	2008	2010	2012	2018		The Midnight Examiner	Kotzwinkle, William	1) core list		1243	American	1900s			Q639538		14951	0	10
1044	2006	2008	2010	2012	2018		The Things They Carried	O'Brien, Tim	1) core list		80	American	1900s		Q1633953	Q1289151	168310	129266	6	20
1045	2006	2008	2010				The Music of Chance	Auster, Paul	6) Deleted 2012		410	American	1900s		Q1214916	Q214642	15529	514798	7	58
1046	2006	2008	2010	2012	2018		Stone Junction	Dodge, Jim	1) core list		212	American	1900s			Q1277990		5614	0	9
1047	2006	2008	2010	2012	2018		Amongst Women	McGahern, John	1) core list		424	Irish	1900s		Q473979	Q1277641	23534	33244	4	9
1048	2006	2008	2010	2012	2018		Get Shorty	Leonard, Elmore	1) core list		374	American	1900s		Q16385799	Q336519	45480	450120	2	41
1049	2006						Wise Children	Carter, Angela	2) Deleted 2008		372	English	1900s		Q3744835	Q234519	11732	151795	3	41
1050	2006						Señor Vivo and the Coca Lord	De Bernières, Louis	2) Deleted 2008		180	English	1900s		Q17020356	Q712191	1621	54576	1	17
1051	2006						Downriver	Sinclair, Iain	2) Deleted 2008		1239	Wales	1900s			Q5980623		30134	0	9
1052		2008	2010	2012	2018		The Daughter	Matesis, Pavlos	3) Added 2008		76		1900s		Q21286537	Q12044375	2423	6644	2	7
1053	2006	2008	2010	2012	2018		Vertigo	Sebald, W.G.	1) core list		251		1900s		Q4010296	Q76952	17181	177668	5	39
1054	2006						Vineland	Pynchon, Thomas	2) Deleted 2008		952	American	1900s		Q2738674	Q35155	131847	704820	8	61
1055	2006	2008	2010	2012	2018		American Psycho	Ellis, Bret Easton	1) core list		592	American	1900s		Q466504	Q241583	986371	963933	29	38
1056		2008	2010	2012	2018		The Laws	Palmen, Connie	3) Added 2008		1153		1900s		Q2604674	Q469283	420	62531	1	13
1057		2008	2010	2012	2018		Faceless Killers	Mankell, Henning	3) Added 2008		642		1900s		Q1958087	Q193346	23917	319748	9	54
1058		2008	2010	2012	2018		Astradeni	Fakinou, Eugenia	3) Added 2008		705		1900s			Q535599		6477	0	4
1059	2006	2008	2010	2012	2018		Regeneration	Barker, Pat	1) core list		198	English	1900s		Q1400132	Q61198	29759	56441	3	29
1060	2006	2008	2010	2012	2018		Typical	Powell, Padgett	1) core list		1181	American	1900s			Q7123723		4723	0	7
1061	2006	2008	2010	2012	2018		Mao II	DeLillo, Don	1) core list		846	American	1900s		Q6753587	Q310048	30666	369827	4	43
1062	2006						Time’s Arrow	Amis, Martin	2) Deleted 2008		730	English	1900s		Q7804773	Q310176	54435	978134	4	47
1063	2006	2008	2010	2012	2018		Wild Swans	Chang, Jung	1) core list		66	Chinese	1900s		Q1754282	Q235291	101295	90222	13	29
1064	2006	2008	2010	2012	2018		Arcadia	Crace, Jim	1) core list		1179	English	1900s			Q1563821		13109	0	14
1065	2006	2008	2010	2012	2018		Hideous Kinky	Freud, Esther	1) core list		1076	English	1900s		Q2491076	Q441726	11915	119442	2	11
1066	2006						Black Dogs	McEwan, Ian	2) Deleted 2008		1075	English	1900s		Q1704438	Q190379	12456	586384	8	52
1067		2008	2010	2012	2018		Memoirs of Rain	Gupta, Sunetra	3) Added 2008		1275		1900s			Q2366381		26018	0	22
1068	2006	2008	2010	2012	2018		Asphodel	Doolittle, Hilda	1) core list		1290	Swiss	1900s			Q236469		89916	0	35
1069	2006						The Heather Blazing	Tóibín, Colm	2) Deleted 2008		742	Irish	1900s		Q7739255	Q470758	3552	144290	1	34
1070	2006						Black Water	Oates, Joyce Carol	2) Deleted 2008		1012	American	1900s		Q3423065	Q217557	24817	542680	3	45
1071	2006	2008	2010	2012	2018		The Butcher Boy	McCabe, Patrick	1) core list		553	Irish	1900s		Q43891	Q944204	23134	29595	5	15
1072	2006	2008	2010	2012	2018		Smilla’s Sense of Snow	Høeg, Peter	1) core list		829	Danish	1900s		Q767189	Q337384	72358	49250	12	24
1073		2008	2010	2012	2018		The Dumas Club	Pérez-Reverte, Arturo	3) Added 2008		622		1900s		Q1192798	Q155106	198191	492106	10	39
1074	2006	2008	2010	2012	2018		Written on the Body	Winterson, Jeanette	1) core list		132	English	1900s		Q123421333	Q233584		151919	0	33
1075	2006	2008	2010	2012	2018		The Crow Road	Banks, Iain	1) core list		275	Scottish	1900s		Q16241321	Q312579	139166	344630	2	46
1076	2006	2008	2010	2012	2018		Indigo	Warner, Marina	1) core list		1246	English	1900s		Q6024737	Q1264872	1580	35400	2	13
1077	2006	2008	2010	2012	2018		The English Patient	Ondaatje, Michael	1) core list			Sri Lanka	1900s		Q1292533	Q313593	158815	156323	23	41
1078	2006						Jazz	Morrison, Toni	2) Deleted 2008		563	American	1900s		Q3163324	Q72334	34001	1085899	10	105
1079	2006	2008	2010	2012	2018		Possessing the Secret of Joy	Walker, Alice	1) core list		170	American	1900s		Q7233383	Q215868	11270	1504740	2	70
1080	2006						A Heart So White	Marias, Javier	2) Deleted 2008		264	Spanish	1900s		Q1917901	Q299161	42402	212086	10	39
1081		2008	2010	2012	2018		All the Pretty Horses	McCarthy, Cormac	3) Added 2008		246	American	1900s		Q264519	Q272610	351880	2553582	9	58
1082		2008	2010	2012	2018		The Triple Mirror of the Self	Ghose, Zulfikar	3) Added 2008		1306		1900s			Q3248430		20929	0	3
1083		2008	2010	2012	2018		Uncle Petros and Goldbach's Conjecture	Doxiadis, Apostolos	3) Added 2008		255		1900s		Q3045323	Q620479	15498	32987	8	14
1084	2006	2008	2010	2012	2018		The Discovery of Heaven	Mulisch, Harry	1) core list	De ontdekking van de hemel	211	Dutch	1900s		Q1212173	Q927	51323	85946	11	72
1085	2006	2008	2010	2012	2018		Life is a Caravanserai	Özdamar, Emine	1) core list		1159	Turkish	1900s			Q446415		31286	0	13
1086		2008	2010	2012	2018		Before Night Falls	Arenas, Reinaldo	3) Added 2008		99		1900s		Q15094143	Q315024	15512	106623	5	34
1087	2006	2008	2010	2012	2018		The Secret History	Tartt, Donna	1) core list		214	American	1900s		Q1218321	Q255339	687120	524480	21	46
1088	2006						The Emigrants	Sebald, W.G.	2) Deleted 2008		79	German	1900s		Q1211151	Q76952	19941	177668	3	39
1089	2006						The Robber Bride	Atwood, Margaret	2) Deleted 2008		677	Canadian	1900s		Q264182	Q183492	21731	1156848	7	76
1090	2006						The House of Doctor Dee	Ackroyd, Peter	2) Deleted 2008		1210	English	1900s		Q7740602	Q319169	2923	79280	2	33
1091		2008	2010	2012	2018		The Adventures and Misadventures of Maqroll	Mutis, Alvaro	3) Added 2008		124		1900s		Q7712487	Q251123	8481	66569	2	33
1092		2008	2010	2012	2018		Remembering Babylon	Malouf, David	3) Added 2008		1068		1900s		Q631460	Q506430	9341	33635	4	20
1093		2008	2010	2012	2018		The Holder of the World	Mukherjee, Bharati	3) Added 2008		1163		1900s		Q7739927	Q4357833	2286	25678	1	21
1094	2006	2008	2010	2012	2018		The Virgin Suicides	Eugenides, Jeffrey	1) core list		480	American	1900s		Q2269564	Q357108	446249	155025	12	34
1095	2006	2008	2010	2012	2018		The Stone Diaries	Shields, Carol	1) core list		510	Canadian	1900s		Q3797249	Q259956	16277	32701	3	28
1096	2006	2008	2010	2012	2018		A Suitable Boy	Seth, Vikram	1) core list		659	Indian	1900s		Q2918491	Q379762	123802	227433	11	39
1097	2006	2008	2010	2012	2018		What a Carve Up!	Coe, Jonathan	1) core list		236	English	1900s		Q3519092	Q734278	20321	99230	3	20
1098	2006	2008	2010	2012	2018		On Love	De Botton, Alain	1) core list		243	Swiss	1900s		Q2533282	Q123273	18761	322808	6	31
1099	2006						Complicity	Banks, Iain	2) Deleted 2008		547	Scottish	1900s		Q5156663	Q312579	15087	344630	1	46
1100	2006						Operation Shylock	Roth, Philip	2) Deleted 2008		832	American	1900s		Q2892749	Q187019	22653	769089	5	75
1101		2008	2010	2012	2018		The Twins	Loo, Tessa de	3) Added 2008	De Tweeling	996	Dutch	1900s		Q2191633	Q272775	8081	14599	2	9
1102	2006	2008	2010	2012	2018		Looking for the Possible Dance	Kennedy, A.L.	1) core list		1253	Scottish	1900s			Q278872		38413	0	13
1103	2006	2008	2010	2012	2018		Birdsong	Faulks, Sebastian	1) core list		189	English	1900s		Q3405048	Q443055	59749	73864	5	19
1104	2006						Trainspotting	Welsh, Irvine	2) Deleted 2008		155	Scottish	1900s		Q11279562	Q178403	231700	425694	27	40
1105	2006	2008	2010	2012	2018		The Shipping News	Proulx, E. Annie	1) core list		498	American	1900s		Q11009630	Q229840	47571	141014	6	39
1106		2008	2010	2012	2018		Waiting for the Dark, Waiting for the Light	Klima, Ivan	3) Added 2008		1102		1900s		Q38030449	Q506582	72	29501	0	28
1107	2006	2008	2010	2012	2018		The Invention of Curried Sausage	Timm, Uwe	1) core list		1059	German	1900s		Q1212155	Q61629	21704	67481	2	24
1108	2006	2008	2010	2012	2018		Disappearance	Dabydeen, David	1) core list		1298	Guyana	1900s			Q1267995		6517	0	8
1109		2008	2010	2012	2018		Deep River	Endo, Shusaku	3) Added 2008		494		1900s		Q5250267	Q316217	34611	289697	5	43
1110	2006	2008	2010				Felicia’s Journey	Trevor, William	6) Deleted 2012		905	Irish	1900s		Q5441700	Q528826	5000	42575	2	27
1111	2006	2008	2010	2012	2018		Captain Corelli’s Mandolin	De Bernières, Louis	1) core list		341	England	1900s		Q1777087	Q712191	83190	54576	9	17
1112	2006	2008	2010	2012	2018		How Late It Was, How Late	Kelman, James	1) core list		1047	Scottish	1900s		Q2076441	Q720806	15998	21937	7	21
1113	2006	2008	2010	2012	2018		City Sister Silver	Topol, Jáchym	1) core list		971	Czech	1900s		Q18175509	Q471209	1570	24278	2	23
1114	2006	2008	2010	2012	2018		Pereira Declares: A Testimony	Tabucchi, Antonio	1) core list	Sostiene Pereira	91	Italian	1900s		Q1220988	Q231781	87922	96752	9	46
1115	2006	2008	2010	2012	2018		The Wind-Up Bird Chronicle	Murakami, Haruki	1) core list		139	Japanese	1900s		Q976992	Q134798	328804	2817237	23	94
1116	2006						The Master of Petersburg	Coetzee, J.M.	2) Deleted 2008		982	S. African	1900s		Q2070594	Q43293	7261	391263	7	93
1117		2008	2010	2012	2018		Our Lady of the Assassins	Vallejo, Fernando	3) Added 2008		862		1900s		Q926145	Q706272	39249	53734	3	17
1118	2006	2008	2010	2012	2018		Land	Park,, Kyŏng-ni	1) core list		1248	S Korean	1900s		Q7813427	Q39963	16028	40410	3	16
1119	2006	2008	2010	2012	2018		Whatever	Houellebecq, Michel	1) core list		963		1900s		Q784197	Q103114	95134	1092854	12	65
1120	2006						The Folding Star	Hollinghurst, Alan	2) Deleted 2008		962	English	1900s		Q629646	Q316048	5450	48067	2	29
1121	2006						Mr. Vertigo	Auster, Paul	2) Deleted 2008		403	American	1900s		Q1951470	Q214642	16813	514798	8	58
1122		2008	2010	2012	2018		Troubling Love	Ferrante, Elena	3) Added 2008		1173		1900s		Q65129990	Q368127	19320	727379	3	41
1123		2008	2010	2012	2018		The Late-Night News	Markaris, Petros	3) Added 2008		908		1900s		Q4003199	Q603855	6932	78443	3	16
1124	2006	2008	2010	2012	2018		The End of the Story	Davis, Lydia	1) core list		930	American	1900s		Q19086017	Q1280035		86206	0	31
1125	2006	2008	2010	2012	2018		Love’s Work	Rose, Gillian	1) core list		759	English	1900s			Q439143		26972	0	7
1126	2006	2008	2010	2012	2018		A Fine Balance	Mistry, Rohinton	1) core list		20	Indian	1900s		Q48829	Q732338	89532	63361	7	21
1127	2006	2008	2010	2012	2018		The Reader	Schlink, Bernhard	1) core list		636	German	1900s		Q311449	Q76699	314785	215045	28	42
1128	2006						The Rings of Saturn	Sebald, W.G.	2) Deleted 2008		34	German	1900s		Q7760819	Q76952	51389	177668	5	39
1129	2006						Sabbath’s Theater	Roth, Philip	2) Deleted 2008		641	American	1900s		Q3795983	Q187019	36682	769089	5	75
1130	2006						The Moor’s Last Sigh	Rushdie, Salman	2) Deleted 2008		463	Indian	1900s		Q1139328	Q44306	29476	2473385	8	98
1131	2006						The Information	Amis, Martin	2) Deleted 2008		1073	English	1900s		Q7742008	Q310176	17344	978134	2	47
1132		2008	2010	2012	2018		Santa Evita	Martinez, Tomas Eloy	3) Added 2008		843		1900s		Q16166726	Q1362119	18485	20304	7	19
1133	2006	2008	2010	2012	2018		Morvern Callar	Warner, Alan	1) core list		884	Scottish	1900s		Q6915172	Q1130840	9698	10405	2	5
1134	2006	2008	2010	2012	2018		The Unconsoled	Ishiguro, Kazuo	1) core list		1089	Japanese	1900s		Q7771331	Q272855	40914	1174202	7	96
1135	2006	2008	2010	2012	2018		Alias Grace	Atwood, Margaret	1) core list		352	Canadian	1900s		Q3818322	Q183492	230667	1156848	9	76
1136	2006	2008	2010	2012	2018		The Clay Machine-Gun	Pelevin, Victor	1) core list	aka Buddha's Little Finger	47	Russian	1900s		Q1962238	Q246722	112778	835167	9	48
1137	2006	2008	2010	2012	2018		Infinite Jest	Wallace, David Foster	1) core list		153	American	1900s		Q1077445	Q313246	779590	1288647	15	44
1138	2006	2008	2010	2012			Forever a Stranger	Haasse, Hella	8) Deleted 2018		1264	Dutch	1900s			Q232400		33463	0	30
1139	2006	2008	2010				The Ghost Road	Barker, Pat	6) Deleted 2012		126	English	1900s		Q3987215	Q61198	12152	56441	4	29
1140	2006	2008	2010	2012	2018		Fugitive Pieces	Michaels, Anne	1) core list		379	Canadian	1900s		Q5507274	Q469135	13654	14261	6	16
1141	2006	2008	2010	2012	2018		Hallucinating Foucault	Duncker, Patricia	1) core list		390	Jamaican	1900s		Q5643191	Q358006	1295	2457	1	5
1142	2006						Cocaine Nights	Ballard, J.G.	2) Deleted 2008		1128		1900s		Q600448	Q140201	14993	399632	5	45
1143		2008	2010	2012	2018		A Light Comedy	Mendoza, Eduardo	3) Added 2008	Una comedia ligera	1257		1900s			Q72541		155702	0	29
1144		2008	2010	2012	2018		Fall on Your Knees	MacDonald, Ann-Marie	3) Added 2008		502		1900s		Q5432179	Q437321	18716	29401	1	16
1145	2006	2008	2010	2012	2018		Silk	Baricco, Alessandro	1) core list	Seta	418	Italian	1900s		Q960929	Q295589	60468	365933	12	35
1146	2006						The Untouchable	Banville, John	2) Deleted 2008		499	Irish	1900s		Q3641765	Q313077	8028	199902	2	43
1147	2006						American Pastoral	Roth, Philip	2) Deleted 2008		443	American	1900s		Q470057	Q187019	185457	769089	15	75
1148	2006	2008	2010	2012	2018		The God of Small Things	Roy, Arundhati	1) core list		369	Indian	1900s		Q378786	Q212801	368955	631463	28	72
1149	2006						Mason & Dixon	Pynchon, Thomas	2) Deleted 2008		396	American	1900s		Q1536968	Q35155	87184	704820	7	61
1150		2008	2010	2012	2018		Margot and the Angels	Hemmerechts, Kristien	3) Added 2008	Margot en de Engelen	1301	Belgian	1900s			Q1999777		11194	0	7
1151	2006	2008	2010	2012			The Life of Insects	Pelevin, Victor	1) core list		540	Russian	1900s		Q4180246	Q246722	35053	835167	6	48
1152		2008	2010				Money to Burn	Piglia, Ricardo	6) Deleted 2012	Plata quemada	831		1900s		Q6077998	Q583814	8145	48214	1	22
1153	2006	2008	2010				Jack Maggs	Carey, Peter	6) Deleted 2012		920	Australian	1900s		Q4160095	Q313254	6287	59041	4	34
1154	2006	2008	2010	2012	2018		Underworld	DeLillo, Don	1) core list		679	American	1900s		Q2249650	Q310048	106934	369827	8	43
1155	2006	2008	2010				Enduring Love	McEwan, Ian	6) Deleted 2012		890	English	1900s		Q2920448	Q190379	39362	586384	9	52
1156	2006						Great Apes	Self, Will	2) Deleted 2008		978	English	1900s		Q5598657	Q261054	1708	129780	1	21
1157	2006			2012	2018		Memoirs of a Geisha	Golden, Arthur	2) Deleted 2008, 7) added back 2012		154	American	1900s		Q829130	Q432728	305224	64635	28	28
1158		2008	2010	2012	2018		Crossfire	Miyabe, Miyuki	3) Added 2008		1167		1900s		Q902212	Q290021	20178	277624	4	14
1159	2006	2008	2010	2012	2018		The Poisonwood Bible	Kingsolver, Barbara	1) core list		248	American	1900s		Q7757621	Q1264643	164625	477502	4	26
1160	2006	2008	2010	2012	2018		Veronika Decides to Die	Coelho, Paulo	1) core list		726	Brazilian	1900s		Q1139322	Q12881	176795	1377370	28	97
1161	2006	2008	2010	2012	2018		The Hours	Cunningham, Michael	1) core list		320	American	1900s		Q2610868	Q310257	93677	106709	13	38
1162	2006						Another World	Barker, Pat	2) Deleted 2008		1151	English	1900s		Q4770401	Q61198	1558	56441	1	29
1163	2006						Glamorama	Ellis, Bret Easton	2) Deleted 2008		1152	American	1900s		Q2668869	Q241583	74468	963933	6	38
1164	2006						Tipping the Velvet	Waters, Sarah	2) Deleted 2008		311	Wales	1900s		Q2915079	Q237555	77727	109201	6	32
1165	2006	2008	2010	2012	2018		All Souls Day	Nooteboom, Cees	1) core list	Allerzielen	1004	Dutch	1900s		Q1417985	Q158394	2467	61527	3	35
1166	2006						Cloudsplitter	Banks, Russell	2) Deleted 2008		758	American	1900s		Q3400570	Q665144	12226	83920	2	20
1167	2006						Amsterdam	McEwan, Ian	2) Deleted 2008		1079	English	1900s		Q478433	Q190379	63246	586384	16	52
1168	2006						Intimacy	Kureishi, Hanif	2) Deleted 2008		1010		1900s		Q15052538	Q325936	9702	188370	1	28
1169		2008	2010	2012	2018		The Heretic	Delibes, Miguel	3) Added 2008		729		1900s		Q16993959	Q157326	1371	142477	1	36
1170	2006	2008	2010	2012	2018		Elementary Particles	Houellebecq, Michel	1) core list		593		1900s		Q700483	Q103114	156544	1092854	15	65
1171	2006						Sputnik Sweetheart	Murakami, Haruki	2) Deleted 2008		515	Japanese	1900s		Q930228	Q134798	105555	2817237	19	94
1172	2006	2008	2010				The Talk of the Town	O'Hanlon, Ardal	6) Deleted 2012		1256	Irish	1900s		Q7768035	Q1292714	4520	487263	1	14
1173		2008	2010	2012			Dirty Havana Trilogy	Gutierrez, Pedro Juan	3) Added 2008		836		1900s			Q468942		21110	0	19
1174		2008	2010	2012	2018		Savage Detectives	Bolaño, Roberto	3) Added 2008		215		1900s		Q898056	Q297532	124456	400119	9	46
1175	2006	2008	2010	2012	2018		Disgrace	Coetzee, J.M.	1) core list		474	S. African	1900s		Q958560	Q43293	109833	391263	19	93
1176	2006						The Ground Beneath Her Feet	Rushdie, Salman	2) Deleted 2008		838	Indian	1900s		Q3321978	Q44306	17882	2473385	10	98
1177	2006	2008	2010	2012	2018		As If I Am Not There	Drakulić, Slavenka	1) core list	Kao da me nema (Also: 'S. A Novel About the Balkans')	90	Croatian	1900s			Q134898		34889	0	32
1178	2006						Cryptonomicon	Stephenson, Neal	2) Deleted 2008		228	American	1900s		Q534975	Q312853	158323	345106	12	35
